controller,unified,endpoint,route,verb,legacyService,unifiedService,requestLegacy,responseLegacy,statusCodes,authorization,classification
ProjectsController,UnifiedProjectsController,UpdateResearchCategories,api/projects/{projectId:int}/research-categories,PUT,IProjectService.UpdateResearchCategoriesAsync,IUnifiedProjectService.UpdateResearchCategoriesAsync,Int32 projectId default= ;UpdateProjectResearchCategoriesRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;roles=technical,admin,superadmin,policy=,schemes=",DIRECT
ProjectsFiltersController,UnifiedProjectsFiltersController,Bootstrap,api/projects/filters/bootstrap,GET,IProjectsFiltersService.GetBootstrapAsync,IUnifiedProjectsFiltersService.GetBootstrapAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectsFilterBootstrapDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",DIRECT
ProjectStatesController,UnifiedProjectStatesController,List,api/projectstates,GET,ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectStatesController,UnifiedProjectStatesController,GetById,api/projectstates/{id:int},GET,ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectStatesController,UnifiedProjectStatesController,Create,api/projectstates,POST,ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectStatesController,UnifiedProjectStatesController,Update,api/projectstates/{id:int},PUT,ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectStatesController,UnifiedProjectStatesController,Delete,api/projectstates/{id:int},DELETE,ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectTypesController,UnifiedProjectTypesController,List,api/projecttypes,GET,ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectTypesController,UnifiedProjectTypesController,GetById,api/projecttypes/{id:int},GET,ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectTypesController,UnifiedProjectTypesController,Create,api/projecttypes,POST,ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectTypesController,UnifiedProjectTypesController,Update,api/projecttypes/{id:int},PUT,ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ProjectTypesController,UnifiedProjectTypesController,Delete,api/projecttypes/{id:int},DELETE,ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoriesController,UnifiedResearchCategoriesController,GetAll,api/researchcategories,GET,IResearchCategoryService.ListAsync,IUnifiedResearchCategoryService.ListAsync,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoriesController,UnifiedResearchCategoriesController,GetTree,api/researchcategories/tree,GET,IResearchCategoryService.GetTreeAsync,IUnifiedResearchCategoryService.GetTreeAsync,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<List<ResearchCategoryTreeItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoriesController,UnifiedResearchCategoriesController,GetById,api/researchcategories/{id:int},GET,IResearchCategoryService.GetByIdAsync,IUnifiedResearchCategoryService.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoriesController,UnifiedResearchCategoriesController,Create,api/researchcategories,POST,IResearchCategoryService.CreateAsync,IUnifiedResearchCategoryService.CreateAsync,AddResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoriesController,UnifiedResearchCategoriesController,Update,api/researchcategories/{id:int},PUT,IResearchCategoryService.UpdateAsync,IUnifiedResearchCategoryService.UpdateAsync,Int32 id default= ;UpdateResearchCategoryRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ResearchCategoryDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoriesController,UnifiedResearchCategoriesController,Delete,api/researchcategories/{id:int},DELETE,IResearchCategoryService.DeleteAsync,IUnifiedResearchCategoryService.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,List,api/researchcategorygroups,GET,ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,GetById,api/researchcategorygroups/{id:int},GET,ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Create,api/researchcategorygroups,POST,ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Update,api/researchcategorygroups/{id:int},PUT,ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoryGroupsController,UnifiedResearchCategoryGroupsController,Delete,api/researchcategorygroups/{id:int},DELETE,ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,ListAsync,api/catalog/research-category-types,GET,IResearchCategoryTypeService.ListAsync,IUnifiedResearchCategoryTypeService.ListAsync,Boolean onlyActives default=True [Microsoft.AspNetCore.Mvc.FromQueryAttribute()],Task<ActionResult<ServiceResult<IReadOnlyList<ResearchCategoryTypeListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),;,ADAPTABLE
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,GetByIdAsync,api/catalog/research-category-types/{id:int},GET,IResearchCategoryTypeService.GetByIdAsync,IUnifiedResearchCategoryTypeService.GetByIdAsync,Int32 id default= ,Task<ActionResult<ServiceResult<ResearchCategoryTypeDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),;,ADAPTABLE
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,CreateAsync,api/catalog/research-category-types,POST,IResearchCategoryTypeService.CreateAsync,IUnifiedResearchCategoryTypeService.CreateAsync,ResearchCategoryTypeCreateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],Task<ActionResult<ServiceResult<Int32>>>,200;400;401;403;404;409;500 (ServiceResult),;,ADAPTABLE
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,UpdateAsync,api/catalog/research-category-types/{id:int},PUT,IResearchCategoryTypeService.UpdateAsync,IUnifiedResearchCategoryTypeService.UpdateAsync,Int32 id default= ;ResearchCategoryTypeUpdateRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()],Task<ActionResult<ServiceResult<Boolean>>>,200;400;401;403;404;409;500 (ServiceResult),;,ADAPTABLE
ResearchCategoryTypeController,UnifiedResearchCategoryTypeController,DeleteAsync,api/catalog/research-category-types/{id:int},DELETE,IResearchCategoryTypeService.DeleteAsync,IUnifiedResearchCategoryTypeService.DeleteAsync,Int32 id default= ,Task<ActionResult<ServiceResult<Boolean>>>,200;400;401;403;404;409;500 (ServiceResult),;,ADAPTABLE
TransactionTypesController,UnifiedTransactionTypesController,List,api/transactiontypes,GET,ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
TransactionTypesController,UnifiedTransactionTypesController,GetById,api/transactiontypes/{id:int},GET,ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
TransactionTypesController,UnifiedTransactionTypesController,Create,api/transactiontypes,POST,ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
TransactionTypesController,UnifiedTransactionTypesController,Update,api/transactiontypes/{id:int},PUT,ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
TransactionTypesController,UnifiedTransactionTypesController,Delete,api/transactiontypes/{id:int},DELETE,ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
VisitIssuesController,UnifiedVisitIssuesController,GetById,api/visitissues/{id:int},GET,IVisitIssueService.GetByIdAsync,IUnifiedVisitIssueService.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitIssuesController,UnifiedVisitIssuesController,ListByVisit,api/visitissues/by-visit/{visitId:int},GET,IVisitIssueService.ListByVisitAsync,IUnifiedVisitIssueService.ListByVisitAsync,Int32 visitId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitIssueResponseDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitIssuesController,UnifiedVisitIssuesController,Create,api/visitissues,POST,IVisitIssueService.CreateAsync,IUnifiedVisitIssueService.CreateAsync,VisitIssueCreateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitIssuesController,UnifiedVisitIssuesController,Update,api/visitissues/{id:int},PATCH,IVisitIssueService.UpdateAsync,IUnifiedVisitIssueService.UpdateAsync,Int32 id default= ;VisitIssueUpdateRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitIssueResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitIssuesController,UnifiedVisitIssuesController,Delete,api/visitissues/{id:int},DELETE,IVisitIssueService.DeleteAsync,IUnifiedVisitIssueService.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitObjectiveActivityProgressesController,UnifiedVisitObjectiveActivityProgressesController,UpsertSingle,api/visitobjectiveactivityprogresses,PUT,IVisitObjectiveActivityProgressService.UpsertSingleAsync,IUnifiedVisitObjectiveActivityProgressService.UpsertSingleAsync,UpsertSingleVisitObjectiveActivityProgressRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitObjectiveActivityProgressSingleResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitObjectiveActivityProgressesController,UnifiedVisitObjectiveActivityProgressesController,Delete,api/visitobjectiveactivityprogresses/{id:int},DELETE,IVisitObjectiveActivityProgressService.DeleteAsync,IUnifiedVisitObjectiveActivityProgressService.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetAll,api/visits,GET,IVisitService.ListAsync,IUnifiedVisitService.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetById,api/visits/{id:int},GET,IVisitService.GetByIdAsync,IUnifiedVisitService.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetDetail,api/visits/{id:int}/detail,GET,IVisitService.GetVisitDetailAsync,IUnifiedVisitService.GetVisitDetailAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitDetailResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetByProject,api/visits/by-project/{projectId:int},GET,IVisitService.ListByProjectAsync,IUnifiedVisitService.ListByProjectAsync,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetByState,api/visits/by-state/{visitStateId:int},GET,IVisitService.ListByStateAsync,IUnifiedVisitService.ListByStateAsync,Int32 visitStateId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,Create,api/visits,POST,IVisitService.CreateAsync,IUnifiedVisitService.CreateAsync,AddVisitRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,Update,api/visits/{id:int},PUT,IVisitService.UpdateAsync,IUnifiedVisitService.UpdateAsync,Int32 id default= ;UpdateVisitRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,Delete,api/visits/{id:int},DELETE,IVisitService.DeleteAsync,IUnifiedVisitService.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,Finalize,api/visits/{id:int}/finalize,PUT,IVisitService.FinalizeAsync,IUnifiedVisitService.FinalizeAsync,Int32 id default= ;FinalizeVisitRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,BulkSchedule,api/visits/bulk/schedule,PUT,IVisitService.BulkScheduleAsync,IUnifiedVisitService.BulkScheduleAsync,BulkScheduleVisitsRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitsController,UnifiedVisitsController,GetPlannedForExecution,api/visits/planned-for-execution,GET,IVisitService.ListPlannedForExecutionAsync,IUnifiedVisitService.ListPlannedForExecutionAsync,Nullable<DateOnly> executionDate default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=superadmin,policy=,schemes=;",DIRECT
VisitStatesController,UnifiedVisitStatesController,List,api/visitstates,GET,ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
VisitStatesController,UnifiedVisitStatesController,GetById,api/visitstates/{id:int},GET,ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
VisitStatesController,UnifiedVisitStatesController,Create,api/visitstates,POST,ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
VisitStatesController,UnifiedVisitStatesController,Update,api/visitstates/{id:int},PUT,ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
VisitStatesController,UnifiedVisitStatesController,Delete,api/visitstates/{id:int},DELETE,ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,200;400;401;403;404;409;500 (ServiceResult),"roles=,policy=,schemes=;",ADAPTABLE
